Building_Class,Zoning_Class,Lot_Size,Property_Shape,Land_Outline,Lot_Configuration,Neighborhood,Condition1,House_Type,House_Design,Roof_Design,Roof_Quality,Exterior1st,Exterior2nd,Brick_Veneer_Area,Exterior_Material,Exterior_Condition,Foundation_Type,Basement_Height,Basement_Condition,Exposure_Level,BsmtFinType1,BsmtFinSF2,Heating_Quality,Air_Conditioning,Electrical_System,LowQualFinSF,Underground_Full_Bathroom,Underground_Half_Bathroom,Half_Bathroom_Above_Grade,Kitchen_Quality,Functional_Rate,Fireplaces,Garage,Garage_Finish_Year,Garage_Quality,Garage_Condition,Pavedd_Drive,W_Deck_Area,Open_Lobby_Area,Enclosed_Lobby_Area,Three_Season_Lobby_Area,Screen_Lobby_Area,Pool_Area,Miscellaneous_Value,Sale_Type,Sale_Condition,Sale_Price
80,RLD,9020,Reg,Lvl,C,NAmes,Feedr,1Fam,SLvl,Gable,WSh,Plywood,Wd Sdng,259.0,TA,TA,CB,TA,TA,Gd,GLQ,336,TA,Y,SBrkr,0,1,0,1,TA,TF,0,Attchd,RFn,TA,TA,Y,41.49738284,-9.934084426,34.95200141,0,0,0,0,WD,Normal,168500
70,RMD,9000,Reg,Lvl,C,OldTown,Artery,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,TA,TA,BT,Fa,Fa,No,Unf,0,TA,Y,FuseA,0,0,0,0,Ex,TF,0,Detchd,Unf,Fa,Po,N,-93.35512539,-13.8552203,-72.48384388,0,0,0,0,WD,Abnorml,124000
120,RLD,4590,Reg,Lvl,I,NridgHt,Norm,Twnhs,1Story,Gable,SS,VinylSd,VinylSd,108.0,Gd,TA,PC,Gd,Gd,Mn,GLQ,0,Ex,Y,SBrkr,0,0,0,0,Gd,TF,1,Attchd,RFn,TA,TA,Y,-85.71313494,27.51088477,-15.59428747,0,0,0,0,WD,Normal,209500
20,RLD,11900,Reg,Lvl,I,NWAmes,Norm,1Fam,1Story,Hip,SS,Plywood,Plywood,209.0,TA,Gd,CB,TA,TA,No,ALQ,0,TA,Y,SBrkr,0,0,0,0,TA,TF,1,Attchd,Fin,TA,TA,Y,201.7436477,81.53671486,-24.11706193,0,0,0,0,WD,Family,82500
20,RLD,9250,Reg,Lvl,C,NAmes,Norm,1Fam,1Story,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,CB,TA,TA,No,BLQ,468,TA,Y,SBrkr,0,0,1,0,TA,TF,0,Attchd,Unf,TA,TA,Y,186.0942293,21.6599863,-34.73064443,0,0,0,0,WD,Normal,139400
90,RLD,6979,Reg,Lvl,I,OldTown,Norm,Duplex,SFoyer,Gable,SS,Plywood,Plywood,0.0,TA,TA,CB,TA,TA,No,GLQ,0,Gd,Y,SBrkr,0,2,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,80.52684842,11.70449671,1.691670899,0,0,0,600,WD,Normal,144000
190,RHD,10896,Reg,Bnk,I,SWISU,Feedr,2fmCon,2.5Fin,Hip,SS,VinylSd,VinylSd,0.0,Fa,TA,CB,TA,Fa,No,LwQ,0,Ex,Y,FuseA,515,0,0,0,Fa,TF,0,Attchd,Unf,TA,TA,N,153.1751764,53.13341589,145.7372721,0,0,0,0,WD,Abnorml,200000
30,RMD,6120,Reg,Lvl,I,BrkSide,Norm,1Fam,1Story,Gable,SS,AsbShng,AsbShng,0.0,Fa,Fa,BT,TA,Fa,No,Unf,0,Fa,N,FuseA,0,0,0,0,Fa,MajD1,1,Attchd,Unf,TA,TA,N,472.1021466,79.96213823,14.51418763,0,0,0,0,ConLw,Normal,60000
190,RMD,6000,Reg,Lvl,I,OldTown,Norm,2fmCon,1.5Fin,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,CB,TA,TA,No,Unf,0,TA,Y,FuseA,0,0,0,0,Gd,TF,0,BuiltIn,Unf,TA,TA,Y,166.9716712,129.8196663,2.381156668,0,0,0,0,WD,Normal,93000
30,RLD,8777,Reg,Lvl,I,Edwards,Feedr,1Fam,1Story,Gable,SS,MetalSd,Wd Sdng,0.0,TA,TA,CB,Fa,TA,No,Unf,0,Gd,Y,FuseA,0,0,0,0,TA,TF,0,Attchd,Unf,TA,TA,P,87.25709751,37.93599613,87.16760553,0,0,0,0,WD,Normal,85000
120,RLD,3982,Reg,Lvl,I,Blmngtn,Norm,TwnhsE,1Story,Hip,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,Gd,Av,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Ex,TF,1,Attchd,Fin,TA,TA,Y,153.3334828,58.12843667,-8.256499049,0,0,0,0,New,Partial,264561
120,RLD,12677,IR1,Lvl,I,NridgHt,Norm,TwnhsE,1Story,Hip,SS,MetalSd,MetalSd,472.0,Ex,TA,PC,Ex,TA,Gd,GLQ,0,Ex,Y,SBrkr,0,0,0,1,Ex,TF,1,Attchd,RFn,TA,TA,Y,24.65447772,56.61920667,-81.04785941,0,0,0,0,WD,Normal,274000
60,FVR,7050,Reg,Lvl,I,Somerst,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,1,0,1,Gd,TF,1,Attchd,Fin,TA,TA,Y,172.7026975,9.050373703,65.00507085,0,0,0,0,WD,Normal,226000
80,RLD,13860,Reg,Lvl,I,NAmes,Norm,1Fam,SLvl,Gable,SS,Plywood,Wd Sdng,0.0,Gd,TA,CB,Gd,TA,Gd,GLQ,0,Gd,Y,SBrkr,0,1,0,1,Ex,TF,3,Attchd,Fin,TA,TA,Y,135.2516736,-12.13774908,0.990746468,0,0,0,0,WD,Normal,345000
60,RLD,10793,Reg,Lvl,I,NWAmes,RRAn,1Fam,2Story,Mansard,SS,WdShing,HdBoard,263.0,TA,TA,CB,TA,TA,No,Rec,287,Ex,Y,SBrkr,0,0,0,1,TA,MD1,0,Attchd,Fin,TA,TA,Y,290.2293297,91.51592385,98.69030188,0,0,0,0,WD,Normal,152000
20,FVR,9187,Reg,Lvl,I,Somerst,Norm,1Fam,1Story,Gable,SS,CemntBd,CmentBd,162.0,Ex,TA,PC,Ex,TA,Mn,GLQ,0,Ex,Y,SBrkr,0,1,0,1,Ex,TF,1,Attchd,Fin,TA,TA,Y,134.0807861,69.71334892,46.74024012,0,0,0,0,New,Partial,370878
20,RLD,10530,IR1,Lvl,C,NAmes,Norm,1Fam,1Story,Hip,SS,Plywood,Plywood,0.0,TA,TA,CB,TA,TA,No,ALQ,35,TA,Y,SBrkr,0,1,0,1,TA,TF,0,Detchd,Unf,TA,TA,Y,115.9591831,-9.742409048,-12.19135939,0,0,0,0,WD,Normal,143250
20,RLD,7200,Reg,Lvl,I,NAmes,Norm,1Fam,1Story,Hip,SS,MetalSd,MetalSd,0.0,TA,TA,CB,TA,TA,No,Unf,0,Gd,Y,SBrkr,0,0,0,0,TA,MD1,0,Detchd,Unf,TA,TA,Y,142.8162396,129.9943119,22.37642675,0,0,0,0,WD,Normal,98300
20,RLD,10452,IR1,Lvl,I,Edwards,Norm,1Fam,1Story,Hip,SS,Wd Sdng,Wd Sdng,216.0,TA,TA,CB,TA,TA,Mn,Rec,0,Ex,Y,SBrkr,0,0,0,0,TA,TF,2,Attchd,RFn,TA,TA,Y,-338.1120307,112.3370547,102.6833574,0,287,0,0,WD,Normal,155000
60,RLD,7700,Reg,Lvl,I,NAmes,PosN,1Fam,2Story,Gable,SS,MetalSd,MetalSd,351.0,TA,TA,CB,TA,TA,No,Unf,0,TA,Y,SBrkr,0,0,0,1,TA,TF,1,Attchd,Unf,TA,TA,Y,190.0168884,39.91604463,94.19139326,0,0,0,0,WD,Normal,155000
180,RMD,1936,Reg,Lvl,I,MeadowV,Norm,Twnhs,SFoyer,Gable,SS,CemntBd,CmentBd,0.0,TA,TA,CB,Gd,TA,Av,BLQ,499,Gd,Y,SBrkr,0,1,0,0,TA,TF,0,Attchd,Unf,TA,TA,Y,-155.9142198,-47.59723667,-164.8073862,0,0,0,0,WD,Normal,84500
60,FVR,8125,Reg,Lvl,I,Somerst,Norm,1Fam,2Story,Gable,SS,CemntBd,CmentBd,103.75671950379048,Gd,TA,PC,Gd,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,0,Attchd,RFn,TA,TA,Y,164.8216656,53.9431203,-54.29555219,0,0,0,0,WD,Normal,205950
70,RLD,9084,Reg,Lvl,I,Edwards,Artery,1Fam,2Story,Gable,SS,MetalSd,MetalSd,0.0,TA,TA,CB,TA,TA,Mn,Unf,0,TA,Y,SBrkr,0,1,0,0,TA,TF,1,Detchd,Unf,Fa,Po,P,238.9676353,59.0708468,41.98440138,0,0,0,0,WD,Normal,108000
60,RLD,8750,Reg,Lvl,I,CollgCr,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,1,Attchd,RFn,TA,TA,Y,152.2041924,94.9548149,20.17632016,0,0,0,0,WD,Normal,191000
50,RMD,10320,Reg,Lvl,I,IDOTRR,Norm,1Fam,1.5Fin,Gable,SS,MetalSd,MetalSd,0.0,TA,TA,CB,TA,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,75.40030085,-66.80176457,11.97012052,0,0,0,0,WD,Normal,135000
20,RLD,10437,IR1,Lvl,I,NoRidge,Norm,1Fam,1Story,Hip,SS,MetalSd,MetalSd,660.0,Gd,Gd,PC,Gd,TA,Gd,GLQ,0,Ex,Y,SBrkr,0,1,0,1,Gd,TF,1,Attchd,Fin,TA,TA,Y,-8.47917281,111.2277952,35.67432996,0,0,0,0,WD,Normal,350000
160,RMD,1680,Reg,Lvl,I,BrDale,Norm,Twnhs,2Story,Gable,SS,HdBoard,ImStucc,381.0,TA,TA,CB,TA,TA,No,Unf,0,TA,Y,SBrkr,0,0,0,1,TA,TF,0,Detchd,Unf,TA,TA,Y,-5.693329105,152.5003862,45.72305444,0,0,0,0,WD,Family,88000
20,RLD,10007,IR1,Lvl,I,NAmes,Norm,1Fam,1Story,Gable,SS,HdBoard,HdBoard,54.0,Gd,TA,CB,TA,TA,No,ALQ,0,Ex,Y,SBrkr,0,1,0,1,Gd,TF,0,Attchd,RFn,TA,TA,Y,-62.21581166,136.0818674,-78.32155518,0,0,0,0,WD,Normal,145500
70,RLD,7200,Reg,HLS,I,Crawfor,Norm,1Fam,2Story,Gable,SS,Stucco,Wd Shng,0.0,TA,Fa,BT,Gd,TA,No,Unf,0,TA,Y,SBrkr,0,0,0,1,TA,TF,1,Attchd,RFn,TA,TA,P,166.1325695,-56.52989922,2.938198975,0,0,0,0,WD,Normal,149000
50,RLD,17503,Reg,Lvl,I,NAmes,Artery,1Fam,1.5Fin,Gable,SS,VinylSd,VinylSd,0.0,TA,TA,CB,TA,TA,No,Unf,0,TA,Y,SBrkr,0,0,1,0,TA,TF,1,Attchd,Unf,TA,TA,Y,-65.03575878,63.55522341,19.71159965,0,0,0,0,WD,Abnorml,97500
20,RLD,9937,Reg,Lvl,C,Edwards,Norm,1Fam,1Story,Hip,SS,MetalSd,MetalSd,0.0,TA,Gd,PC,TA,TA,No,BLQ,0,Ex,Y,SBrkr,0,1,0,0,TA,TF,0,Detchd,Fin,TA,TA,Y,0.757642311,2.006937005,-32.52725653,0,0,0,0,WD,Normal,167000
60,RLD,12384,Reg,Lvl,CulDSac,NWAmes,Norm,1Fam,2Story,Gable,SS,Plywood,Plywood,233.0,TA,TA,CB,Gd,TA,No,Unf,0,TA,Y,SBrkr,0,0,0,1,TA,TF,1,Attchd,RFn,TA,TA,Y,32.21150438,169.5060781,-38.89251814,0,0,0,0,WD,Normal,197900
60,RLD,46589,IR2,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,Hip,SS,VinylSd,VinylSd,528.0,Gd,TA,PC,Gd,Gd,No,GLQ,180,Ex,Y,SBrkr,0,1,0,1,Gd,TF,1,Attchd,RFn,TA,TA,Y,31.29259212,23.77453151,-98.52231811,0,0,0,0,WD,Normal,402000
20,RLD,13560,Reg,Lvl,C,NAmes,Norm,1Fam,1Story,Hip,SS,Wd Sdng,Wd Sdng,216.0,TA,TA,CB,Fa,Fa,No,Unf,0,Gd,Y,SBrkr,0,1,0,0,TA,MajD2,2,Attchd,RFn,TA,TA,Y,199.123932,6.027089113,29.94792741,0,0,0,0,WD,Normal,110000
85,RLD,10012,Reg,Lvl,I,Edwards,Norm,1Fam,SFoyer,Gable,SS,Plywood,Plywood,0.0,TA,TA,CB,Gd,TA,Av,BLQ,180,TA,Y,SBrkr,0,1,0,0,TA,TF,0,Detchd,RFn,TA,TA,Y,20.29709179,114.4330021,34.866815,0,0,0,0,WD,Normal,137500
20,RLD,20896,IR2,Lvl,CulDSac,Somerst,RRAn,1Fam,1Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Ex,TA,Mn,GLQ,0,Ex,Y,SBrkr,0,1,0,1,Ex,TF,1,Attchd,Fin,TA,TA,Y,146.4242143,53.61151996,54.81432707,0,0,0,0,New,Partial,423000
60,RLD,11194,IR1,Lvl,C,Gilbert,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,40.0,Gd,TA,PC,Gd,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,1,Attchd,RFn,TA,TA,Y,127.2526723,38.51004275,12.01246266,0,0,0,0,WD,Normal,230500
60,RLD,18450,IR1,Lvl,I,NAmes,Norm,1Fam,2Story,Flat,TG,Plywood,Plywood,113.0,TA,Gd,CB,Gd,TA,No,LwQ,723,TA,Y,SBrkr,0,0,0,1,TA,SD,1,CarPort,Unf,TA,TA,Y,-52.78595136,74.36305396,28.71957076,0,0,0,0,WD,Abnorml,129000
20,RLD,8125,Reg,Lvl,I,SawyerW,Norm,1Fam,1Story,Gable,SS,HdBoard,HdBoard,258.0,TA,TA,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,1,Attchd,RFn,TA,TA,Y,197.7263182,-38.79749995,95.15893382,0,0,0,0,WD,Normal,193500
20,RLD,14175,Reg,Bnk,C,Sawyer,Norm,1Fam,1Story,Gable,SS,CemntBd,Wd Sdng,0.0,TA,TA,CB,TA,TA,No,Rec,0,Gd,Y,SBrkr,0,1,0,1,TA,MD2,1,Detchd,Unf,TA,TA,Y,221.4922112,36.47874813,130.5508348,0,0,0,0,WD,Normal,168000
30,RLD,11600,Reg,Lvl,I,Crawfor,Norm,1Fam,1Story,Gable,SS,MetalSd,MetalSd,0.0,TA,TA,BT,Fa,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,0,Fa,TF,1,Detchd,Unf,TA,Fa,Y,-19.72403277,3.353849112,64.17156924,0,0,0,0,WD,Normal,137500
60,RLD,8633,Reg,Lvl,FR2P,CollgCr,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,1,0,1,Gd,TF,0,Attchd,Fin,TA,TA,Y,27.47116909,22.3726963,-18.8300631,0,0,0,0,WD,Normal,173500
70,RHD,6629,Reg,Lvl,I,Edwards,Artery,1Fam,2Story,Gambrel,SS,Wd Sdng,Wd Sdng,0.0,TA,Gd,BT,TA,TA,No,BLQ,0,TA,N,SBrkr,0,1,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,-10.16749709,32.96101411,23.85732,0,0,0,0,WD,Normal,103600
20,RLD,11250,IR1,Lvl,I,Veenker,Norm,1Fam,1Story,Gable,SS,Plywood,Plywood,0.0,Gd,TA,CB,Gd,TA,No,ALQ,0,TA,Y,SBrkr,0,1,0,1,TA,TF,1,Attchd,RFn,TA,TA,Y,218.1698363,76.74127798,31.55912735,0,0,0,0,WD,Normal,165000
20,RLD,14442,Reg,Lvl,I,Crawfor,Norm,1Fam,1Story,Hip,SS,CemntBd,CmentBd,106.0,TA,TA,PC,TA,TA,No,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,2,Attchd,Fin,TA,TA,Y,89.26751169,-1.011130974,-51.87796726,0,200,0,0,WD,Normal,257500
20,RLD,9200,Reg,Lvl,I,NAmes,Norm,1Fam,1Story,Gable,SS,HdBoard,HdBoard,0.0,TA,TA,CB,TA,TA,No,Rec,0,TA,Y,SBrkr,0,1,0,0,TA,TF,1,Attchd,RFn,TA,TA,Y,233.9698866,163.6560489,-30.05382703,0,0,0,0,WD,Normal,140000
160,RLD,2289,Reg,Lvl,I,NPkVill,Norm,Twnhs,2Story,Gable,SS,Plywood,Brk Cmn,0.0,TA,TA,CB,TA,TA,No,ALQ,0,TA,Y,SBrkr,0,0,0,1,TA,TF,1,Attchd,Unf,TA,TA,Y,234.6568802,84.15539376,-24.90272888,0,0,0,0,WD,Normal,148500
70,RMD,9600,Reg,Lvl,I,OldTown,Norm,1Fam,2Story,Gable,SS,AsbShng,Stucco,0.0,TA,TA,BT,TA,Fa,No,Unf,0,Fa,N,SBrkr,0,1,0,0,TA,MD2,0,2Types,Unf,Fa,Fa,N,180.5686217,59.51590679,54.75804983,0,0,0,0,WD,Normal,87000
30,RLD,9022,Reg,Lvl,I,OldTown,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,BT,TA,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,0,Gd,TF,0,Detchd,Unf,Fa,Fa,N,-37.31700703,41.53594188,71.48340982,0,0,0,0,WD,Normal,109500
20,RLD,11844,IR1,Lvl,I,StoneBr,Norm,1Fam,1Story,Hip,SS,VinylSd,VinylSd,464.0,Gd,TA,PC,Ex,TA,Mn,Unf,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,1,Attchd,Fin,TA,TA,Y,416.0114149,-74.18854947,5.171731406,0,0,0,0,New,Partial,372500
20,RLD,9945,IR1,Lvl,I,Sawyer,Norm,1Fam,1Story,Hip,SS,Wd Sdng,Wd Sdng,57.0,TA,TA,CB,TA,TA,No,Rec,0,TA,Y,SBrkr,0,1,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,-97.39235471,56.5406613,6.477740061,0,0,0,0,WD,Normal,128500
120,RLD,8012,Reg,Lvl,I,SawyerW,Norm,TwnhsE,1Story,Gable,SS,Plywood,Plywood,0.0,TA,TA,CB,Gd,TA,No,BLQ,119,TA,Y,SBrkr,0,0,0,0,TA,TF,1,Attchd,RFn,TA,TA,Y,213.6533836,163.1006661,61.52620919,0,0,0,0,WD,Normal,143000
50,RHD,4500,IR2,Bnk,I,SWISU,Norm,1Fam,1.5Fin,Gable,SS,VinylSd,Stucco,0.0,TA,TA,BT,TA,TA,No,Rec,0,Ex,Y,SBrkr,0,0,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,239.095794,58.86524074,17.57806611,0,0,0,0,WD,Abnorml,159434
120,RLD,2887,Reg,HLS,I,ClearCr,Norm,1Fam,1Story,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,PC,Gd,TA,Mn,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,1,Attchd,Unf,TA,TA,Y,309.6838784,80.86440981,-0.956125468,0,0,0,0,WD,Normal,173000
20,RLD,11248,IR1,Lvl,C,CollgCr,Norm,1Fam,1Story,Hip,SS,VinylSd,VinylSd,215.0,Gd,TA,PC,Gd,TA,Av,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,1,Attchd,Fin,TA,TA,Y,-18.45395828,-57.82051579,-10.15860234,0,0,0,0,WD,Normal,285000
60,RLD,16770,IR2,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,30.0,Gd,TA,PC,Gd,TA,No,Unf,0,Gd,Y,SBrkr,0,0,0,1,TA,TF,0,Attchd,Fin,TA,TA,Y,-48.27764701,139.708594,-76.03037714,0,0,0,0,WD,Normal,221000
160,RLD,5062,IR1,Lvl,CulDSac,StoneBr,Norm,TwnhsE,2Story,Gable,SS,HdBoard,HdBoard,0.0,Gd,TA,CB,Gd,TA,Mn,GLQ,182,Gd,Y,SBrkr,0,1,0,0,Gd,MD1,1,Attchd,Fin,TA,TA,Y,-38.77703618,55.76986865,0.997367151,0,0,0,0,WD,Normal,207500
60,FVR,10207,Reg,Lvl,I,Somerst,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,0,Gd,TF,0,Attchd,Fin,TA,TA,Y,228.4794286,21.34252734,78.29672569,0,0,0,0,New,Partial,227875
160,FVR,5105,IR2,Lvl,FR2P,Somerst,Norm,TwnhsE,2Story,Gable,SS,MetalSd,MetalSd,0.0,Gd,TA,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,0,Detchd,Unf,TA,TA,Y,-17.90591601,2.540625989,62.29217899,0,0,0,0,WD,Normal,148800
20,RLD,8089,Reg,HLS,I,StoneBr,Norm,1Fam,1Story,Gable,SS,MetalSd,MetalSd,0.0,Gd,TA,PC,Gd,TA,Av,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,1,Attchd,RFn,TA,TA,Y,376.08788,60.24574564,-72.68822076,0,0,0,0,New,Partial,392000
120,RLD,7577,IR1,Lvl,C,NridgHt,Norm,TwnhsE,1Story,Gable,SS,VinylSd,VinylSd,256.0,Gd,TA,PC,Gd,TA,Av,ALQ,0,Ex,Y,SBrkr,0,0,0,0,Gd,TF,1,Attchd,RFn,TA,TA,Y,572.298709,29.40864706,-52.57133753,0,0,0,0,WD,Normal,194700
120,RMD,4426,Reg,Lvl,I,CollgCr,Norm,TwnhsE,1Story,Gable,SS,VinylSd,VinylSd,147.0,Gd,TA,PC,Gd,TA,Gd,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,1,Attchd,RFn,TA,TA,Y,103.3380767,-94.335709,130.6782691,0,0,0,0,WD,Normal,141000
60,RLD,21535,IR1,Lvl,C,NoRidge,Norm,1Fam,2Story,Gable,WSh,HdBoard,HdBoard,1170.0,Ex,TA,PC,Ex,TA,Gd,GLQ,0,Ex,Y,SBrkr,0,0,1,1,Ex,TF,2,Attchd,Fin,TA,TA,Y,165.2696142,142.7724532,-22.81769308,0,0,0,0,WD,Normal,755000
60,RLD,26178,IR1,Lvl,I,Timber,Norm,1Fam,2Story,Hip,SS,MetalSd,MetalSd,293.0,Gd,TA,PC,Gd,TA,Gd,GLQ,0,Ex,Y,SBrkr,0,1,0,1,Gd,TF,2,Attchd,RFn,TA,TA,Y,193.3859121,-19.65342187,-32.58710844,0,0,0,0,WD,Normal,335000
30,RLD,5400,Reg,Lvl,C,OldTown,Norm,1Fam,1Story,Gable,SS,MetalSd,MetalSd,0.0,TA,TA,BT,TA,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,151.6352023,-82.41043152,23.44130671,0,0,0,0,WD,Abnorml,108480
50,RMD,6120,Reg,Lvl,C,BrkSide,Norm,1Fam,1.5Fin,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,Fa,BT,TA,TA,No,Unf,0,TA,Y,SBrkr,0,0,0,1,TA,TF,0,Detchd,Unf,TA,TA,Y,-5.066872572,63.92364033,11.23552099,0,0,0,0,WD,Normal,141500
20,RLD,13811,IR1,Lvl,I,Timber,Norm,1Fam,1Story,Gable,SS,HdBoard,HdBoard,72.0,TA,TA,CB,Gd,Gd,No,GLQ,40,Gd,Y,SBrkr,0,1,0,0,Gd,TF,1,Attchd,Unf,TA,TA,Y,212.2142409,120.5449391,53.47738678,0,0,0,0,WD,Normal,176000
30,RMD,6000,Reg,Lvl,I,BrkSide,Norm,1Fam,1Story,Gable,SS,Wd Sdng,Wd Shng,0.0,TA,TA,CB,TA,TA,No,LwQ,0,Gd,Y,SBrkr,0,0,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,182.0436955,119.8825298,-2.423793829,0,0,0,0,WD,Normal,89000
20,RLD,6420,IR1,Lvl,I,Edwards,Norm,1Fam,1Story,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,PC,Ex,Gd,Mn,LwQ,551,Fa,Y,FuseA,0,0,1,0,TA,TF,0,Detchd,Unf,TA,TA,Y,-10.72950647,-65.0997045,-29.68094166,0,0,0,0,WD,Normal,123500
20,RLD,8450,Reg,Lvl,I,Sawyer,RRAe,1Fam,1Story,Gable,SS,MetalSd,MetalSd,0.0,TA,Gd,CB,TA,TA,No,GLQ,117,Ex,Y,SBrkr,0,1,0,0,TA,TF,1,Detchd,Unf,TA,TA,Y,232.1668016,49.72274336,8.180496427,0,0,0,0,WD,Normal,138500
120,FVR,4282,IR2,Lvl,I,Somerst,Norm,TwnhsE,1Story,Gable,SS,MetalSd,MetalSd,0.0,Gd,TA,PC,Gd,TA,Mn,GLQ,0,Ex,Y,SBrkr,0,0,0,0,Gd,TF,0,Attchd,RFn,TA,TA,Y,-2.561143023,117.3047277,108.7548161,0,0,0,0,WD,Normal,196000
20,RLD,14331,Reg,Lvl,I,Timber,Norm,1Fam,1Story,Hip,SS,VinylSd,VinylSd,630.0,Gd,TA,PC,Ex,TA,Gd,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,1,Attchd,Fin,TA,TA,Y,147.0490475,91.26891254,81.29994464,0,0,0,0,WD,Normal,312500
20,RLD,9600,Reg,Lvl,I,NWAmes,Norm,1Fam,1Story,Hip,SS,HdBoard,HdBoard,168.0,TA,TA,CB,TA,TA,No,Unf,0,TA,Y,SBrkr,0,0,0,1,TA,TF,0,Attchd,Unf,TA,TA,Y,189.9478897,155.7622439,55.26263625,0,0,0,0,COD,Normal,140000
60,RLD,12438,IR1,Lvl,I,StoneBr,Norm,1Fam,2Story,Hip,SS,VinylSd,VinylSd,466.0,Ex,TA,PC,Ex,Gd,No,Unf,0,Ex,Y,SBrkr,0,0,0,1,Ex,TF,1,BuiltIn,Fin,TA,TA,Y,153.363599,82.86569561,8.206418698,0,0,0,0,New,Partial,361919
190,RMD,7630,Reg,Lvl,I,OldTown,Feedr,2fmCon,2Story,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,Gd,BT,Gd,TA,No,Unf,0,Gd,Y,SBrkr,0,0,0,0,Gd,TF,1,Detchd,Unf,TA,TA,N,27.37329855,125.1504965,13.30413173,0,0,0,0,WD,Normal,140000
20,RLD,8400,Reg,Lvl,I,CollgCr,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,109.0,Gd,TA,PC,Gd,TA,Av,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,0,Attchd,RFn,TA,TA,Y,164.5221267,48.61135552,117.7439726,144,0,0,0,WD,Normal,213000
190,RMD,5600,Reg,Lvl,I,IDOTRR,Norm,2fmCon,2Story,Hip,SS,VinylSd,Wd Shng,0.0,Fa,Fa,SL,TA,TA,No,Unf,0,Fa,N,SBrkr,0,0,0,0,Fa,MD,0,Attchd,Unf,TA,TA,N,-125.4057193,14.06609486,25.56137787,0,0,0,3500,WD,Normal,55000
20,RLD,115149,IR2,Low,CulDSac,ClearCr,Norm,1Fam,1Story,Gable,SS,Plywood,Plywood,351.0,TA,TA,CB,Gd,TA,Gd,GLQ,0,TA,Y,SBrkr,0,1,0,0,Gd,TF,2,Attchd,Unf,TA,TA,Y,-13.08619492,-4.241910048,94.50430605,0,0,0,0,WD,Normal,302000
